allocation_id,target_type,target_id,item,lexeme_id,sense_id,source_record_id,object_class,sense_status,expected_receptive,expected_productive,formulaic_expectation,grammar_pcic_section,grammar_category,grammar_kind,mwu_object_class,mwu_subtype,first_introduction_island,module_id,module_name,island_name,global_island_order,allocation_authority,allocation_basis,allocation_reason,source_assertion_ids,regional_policy,v1_41_planning_budget,v1_42_actual_count_for_target_type,story_blueprint_status,notes,v1_42_first_introduction_island,first_introduction_story,local_reuse_story,near_transfer_story,distant_or_terminal_story,recycle_route_class,v1_43_first_introduction_story,v1_43_local_reuse_story,v1_43_near_transfer_story,v1_43_distant_or_terminal_story,v1_44_sequence_audit_status
SEQ-A1-000545,MWU_SOURCE_UNIT,12B1-MWU-0102,estación de autobuses,,,12B1-MWU-0102,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,LEXICAL_COLLOCATION,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S1,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000546,MWU_SOURCE_UNIT,12B1-MWU-0103,estación de metro,,,12B1-MWU-0103,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,LEXICAL_COLLOCATION,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S1,A1-M04-I04-S3,A1-M05-I01-S1,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S1,A1-M04-I04-S2,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000547,MWU_SOURCE_UNIT,12B1-MWU-0104,estación de tren,,,12B1-MWU-0104,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,LEXICAL_COLLOCATION,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000548,MWU_SOURCE_UNIT,12B1-MWU-0122,parada de autobús,,,12B1-MWU-0122,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,LEXICAL_COLLOCATION,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S1,A1-M04-I04-S2,A1-M05-I01-S2,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S1,A1-M04-I04-S2,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000549,MWU_SOURCE_UNIT,12B1-MWU-0123,parada de metro,,,12B1-MWU-0123,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,LEXICAL_COLLOCATION,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S3,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000550,MWU_SOURCE_UNIT,12B1-MWU-0124,parada de taxi,,,12B1-MWU-0124,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,LEXICAL_COLLOCATION,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S1,A1-M04-I04-S3,A1-M05-I01-S3,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S1,A1-M04-I04-S2,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000551,MWU_SOURCE_UNIT,12B1-MWU-0140,parada de taxis,,,12B1-MWU-0140,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,LEXICAL_COLLOCATION,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S1,A1-M05-I04-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000552,MWU_SOURCE_UNIT,12B1-MWU-0154,en autobús,,,12B1-MWU-0154,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,AS_OBJECT_CLASS_REQUIRES,,,,CONSTRUCTION_INSTANCE,PRODUCTIVE_OR_COMPOSITIONAL_INSTANCE,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S1,A1-M04-I04-S2,A1-M05-I01-S1,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S1,A1-M04-I04-S2,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000553,MWU_SOURCE_UNIT,12B1-MWU-0162,en metro,,,12B1-MWU-0162,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,AS_OBJECT_CLASS_REQUIRES,,,,CONSTRUCTION_INSTANCE,PRODUCTIVE_OR_COMPOSITIONAL_INSTANCE,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S2,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000554,MWU_SOURCE_UNIT,12B1-MWU-0163,en tren,,,12B1-MWU-0163,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,AS_OBJECT_CLASS_REQUIRES,,,,CONSTRUCTION_INSTANCE,PRODUCTIVE_OR_COMPOSITIONAL_INSTANCE,A1-M04-I04,M04,"Ciudad, servicios y desplazamientos",Billetes y horarios,16,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,6,12,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M04-I04,A1-M04-I04-S1,A1-M04-I04-S3,A1-M05-I01-S2,A1-M05-I04-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M04-I04-S1,A1-M04-I04-S2,A1-M05-I01-S2,A1-M05-I04-S3,PASS
SEQ-A1-000555,SENSE,SENSE-A1-000017,agua,LEX-A1-000017,SENSE-A1-000017,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000234,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S3,A1-M06-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000556,SENSE,SENSE-A1-000018,agua con gas,LEX-A1-000018,SENSE-A1-000018,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000010;SA-A1-000235,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S1,A1-M05-I01-S3,A1-M05-I02-S3,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000557,SENSE,SENSE-A1-000019,agua mineral,LEX-A1-000019,SENSE-A1-000019,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000011;SA-A1-000236,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S1,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000558,SENSE,SENSE-A1-000020,agua sin gas,LEX-A1-000020,SENSE-A1-000020,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000012;SA-A1-000237,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S1,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000559,SENSE,SENSE-A1-000077,bocadillo,LEX-A1-000076,SENSE-A1-000077,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000307,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000560,SENSE,SENSE-A1-000086,café,LEX-A1-000085,SENSE-A1-000086,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000320,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S1,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000561,SENSE,SENSE-A1-000088,café con leche,LEX-A1-000086,SENSE-A1-000088,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000013;SA-A1-000322,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S3,A1-M06-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000562,SENSE,SENSE-A1-000089,café cortado,LEX-A1-000087,SENSE-A1-000089,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000014;SA-A1-000323,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S3,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000563,SENSE,SENSE-A1-000090,café solo,LEX-A1-000088,SENSE-A1-000090,,MULTIWORD,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,MULTIWORD_LEXEME_ALIGNED_WITH_MWU_SOURCE_UNIT,SA-A1-000015;SA-A1-000324,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S1,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000564,SENSE,SENSE-A1-000108,carne,LEX-A1-000106,SENSE-A1-000108,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000345,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S1,A1-M05-I01-S3,A1-M05-I02-S1,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000565,SENSE,SENSE-A1-000132,cerveza,LEX-A1-000130,SENSE-A1-000132,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000377,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000566,SENSE,SENSE-A1-000220,ensalada,LEX-A1-000216,SENSE-A1-000220,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000477,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000567,SENSE,SENSE-A1-000267,fruta,LEX-A1-000262,SENSE-A1-000267,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000534,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S3,A1-M06-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000568,SENSE,SENSE-A1-000287,hamburguesa,LEX-A1-000282,SENSE-A1-000287,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000562,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S1,A1-M05-I01-S3,A1-M05-I02-S3,A1-M06-I01-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S1,A1-M05-I01-S2,A1-M05-I02-S2,A1-M06-I01-S3,PASS
SEQ-A1-000569,SENSE,SENSE-A1-000299,huevo,LEX-A1-000294,SENSE-A1-000299,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M05-I01,M05,"Comer, comprar y pedir",Comida y bebida,17,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000574,,20,25,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M05-I01,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S1,A1-M06-I01-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M05-I01-S2,A1-M05-I01-S3,A1-M05-I02-S2,A1-M06-I01-S3,PASS
