story_id,module_id,module_name,island_id,global_island_order,island_name,story_order,story_title,story_role,scenario_brief,communicative_goal,genre_focus,planned_input_mode,new_target_count,local_reuse_in_count,near_transfer_in_count,distant_return_in_count,regional_later_recognition_in_count,terminal_capstone_return_in_count,new_target_policy,task_demand,known_token_coverage_policy,mastery_policy,status,notes,scheduled_relation_count,new_target_guardrail,is_final_transfer_story,v1_44_revision_reason
A1-M06-I03-S2,M06,"Ocio, gustos y vida social",A1-M06-I03,23,¿Quieres venir?,2,Otra invitación,VARIATION_AND_LOCAL_RECYCLING,"Variación de actividad, persona y respuesta.","Ofrecer, invitar, aceptar y rechazar propuestas simples.",invitación; chat; diálogo,LISTEN+READ,10,6,10,4,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",30,PASS,NO,16D_FINAL_AUDIT
A1-M06-I03-S3,M06,"Ocio, gustos y vida social",A1-M06-I03,23,¿Quieres venir?,3,Aceptar o rechazar,TRANSFER_AND_RETRIEVAL,Transferencia con una invitación nueva.,"Ofrecer, invitar, aceptar y rechazar propuestas simples.",invitación; chat; diálogo,TASK_INTERACTION+READ_OR_LISTEN,0,15,11,12,1,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",39,PASS,YES,16D_FINAL_AUDIT
A1-M06-I04-S1,M06,"Ocio, gustos y vida social",A1-M06-I04,24,Fiestas y momentos sociales,1,Cumpleaños,CONTEXTUAL_INPUT,Fórmulas sociales en un evento personal.,"Felicitar, brindar y reconocer fórmulas sociales de eventos personales.",tarjeta; mensaje; mini diálogo,READ+LISTEN,8,0,7,10,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",25,PASS,NO,16D_FINAL_AUDIT
A1-M06-I04-S2,M06,"Ocio, gustos y vida social",A1-M06-I04,24,Fiestas y momentos sociales,2,Otra celebración,VARIATION_AND_LOCAL_RECYCLING,"Variación de mensaje, fecha y relación interpersonal.","Felicitar, brindar y reconocer fórmulas sociales de eventos personales.",tarjeta; mensaje; mini diálogo,LISTEN+READ,7,4,7,11,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",29,PASS,NO,16D_FINAL_AUDIT
A1-M06-I04-S3,M06,"Ocio, gustos y vida social",A1-M06-I04,24,Fiestas y momentos sociales,3,Mensaje adecuado,TRANSFER_AND_RETRIEVAL,Transferencia: elegir/producir una fórmula apropiada.,"Felicitar, brindar y reconocer fórmulas sociales de eventos personales.",tarjeta; mensaje; mini diálogo,TASK_INTERACTION+READ_OR_LISTEN,0,11,7,17,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",35,PASS,YES,16D_FINAL_AUDIT
A1-M07-I01-S1,M07,"Viajes, alojamiento, clima y planes",A1-M07-I01,25,Moverse y viajar,1,Viaje en tren,CONTEXTUAL_INPUT,"Desplazamiento, origen, destino y medio.",Planificar desplazamientos básicos y elegir transporte/destino.,itinerario; billete; mapa; conversación,READ+LISTEN,14,0,5,3,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",22,PASS,NO,16D_FINAL_AUDIT
A1-M07-I01-S2,M07,"Viajes, alojamiento, clima y planes",A1-M07-I01,25,Moverse y viajar,2,Otro trayecto,VARIATION_AND_LOCAL_RECYCLING,Variación de transporte y destino.,Planificar desplazamientos básicos y elegir transporte/destino.,itinerario; billete; mapa; conversación,LISTEN+READ,13,7,5,4,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",29,PASS,NO,16D_FINAL_AUDIT
A1-M07-I01-S3,M07,"Viajes, alojamiento, clima y planes",A1-M07-I01,25,Moverse y viajar,3,Elegir cómo viajar,TRANSFER_AND_RETRIEVAL,Transferencia a un itinerario nuevo.,Planificar desplazamientos básicos y elegir transporte/destino.,itinerario; billete; mapa; conversación,TASK_INTERACTION+READ_OR_LISTEN,0,20,5,17,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",42,PASS,YES,16D_FINAL_AUDIT
A1-M07-I02-S1,M07,"Viajes, alojamiento, clima y planes",A1-M07-I02,26,Alojamiento,1,Buscar hotel,CONTEXTUAL_INPUT,"Alojamiento, habitación y servicios básicos.",Comprender y pedir información elemental sobre hotel/habitación/alojamiento.,anuncio; reserva; ficha; diálogo,READ+LISTEN,12,0,9,7,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",28,PASS,NO,16D_FINAL_AUDIT
A1-M07-I02-S2,M07,"Viajes, alojamiento, clima y planes",A1-M07-I02,26,Alojamiento,2,Otra habitación,VARIATION_AND_LOCAL_RECYCLING,Variación de características y disponibilidad.,Comprender y pedir información elemental sobre hotel/habitación/alojamiento.,anuncio; reserva; ficha; diálogo,LISTEN+READ,11,6,9,7,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",33,PASS,NO,16D_FINAL_AUDIT
A1-M07-I02-S3,M07,"Viajes, alojamiento, clima y planes",A1-M07-I02,26,Alojamiento,3,Elegir alojamiento,TRANSFER_AND_RETRIEVAL,Transferencia con anuncio/reserva nuevos.,Comprender y pedir información elemental sobre hotel/habitación/alojamiento.,anuncio; reserva; ficha; diálogo,TASK_INTERACTION+READ_OR_LISTEN,0,17,9,18,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",44,PASS,YES,16D_FINAL_AUDIT
A1-M07-I03-S1,M07,"Viajes, alojamiento, clima y planes",A1-M07-I03,27,¿Qué tiempo hace?,1,Hoy hace frío,CONTEXTUAL_INPUT,"Clima, estación y fenómenos meteorológicos A1.",Comprender clima/estaciones y expresar posibilidad muy elemental.,pronóstico simple; mensaje; audio,READ+LISTEN,13,0,7,3,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",23,PASS,NO,16D_FINAL_AUDIT
A1-M07-I03-S2,M07,"Viajes, alojamiento, clima y planes",A1-M07-I03,27,¿Qué tiempo hace?,2,Mañana cambia,VARIATION_AND_LOCAL_RECYCLING,Variación de tiempo y posibilidad elemental.,Comprender clima/estaciones y expresar posibilidad muy elemental.,pronóstico simple; mensaje; audio,LISTEN+READ,12,7,8,3,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",30,PASS,NO,16D_FINAL_AUDIT
A1-M07-I03-S3,M07,"Viajes, alojamiento, clima y planes",A1-M07-I03,27,¿Qué tiempo hace?,3,Preparar el día,TRANSFER_AND_RETRIEVAL,Transferencia usando un pronóstico nuevo.,Comprender clima/estaciones y expresar posibilidad muy elemental.,pronóstico simple; mensaje; audio,TASK_INTERACTION+READ_OR_LISTEN,0,18,8,15,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",41,PASS,YES,16D_FINAL_AUDIT
A1-M07-I04-S1,M07,"Viajes, alojamiento, clima y planes",A1-M07-I04,28,Planes próximos,1,Plan para mañana,CONTEXTUAL_INPUT,Planes próximos con tiempo y actividad.,Preguntar y comunicar planes/intenciones próximas.,agenda; chat; plan de viaje,READ+LISTEN,9,0,9,2,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",20,PASS,NO,16D_FINAL_AUDIT
A1-M07-I04-S2,M07,"Viajes, alojamiento, clima y planes",A1-M07-I04,28,Planes próximos,2,Cambio de plan,VARIATION_AND_LOCAL_RECYCLING,"Variación de persona, momento y destino.",Preguntar y comunicar planes/intenciones próximas.,agenda; chat; plan de viaje,LISTEN+READ,9,5,8,2,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",24,PASS,NO,16D_FINAL_AUDIT
A1-M07-I04-S3,M07,"Viajes, alojamiento, clima y planes",A1-M07-I04,28,Planes próximos,3,Organizar el viaje,TRANSFER_AND_RETRIEVAL,"Transferencia integrando planes, transporte y tiempo.",Preguntar y comunicar planes/intenciones próximas.,agenda; chat; plan de viaje,TASK_INTERACTION+READ_OR_LISTEN,0,13,8,11,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",32,PASS,YES,16D_FINAL_AUDIT
A1-M08-I01-S1,M08,"Opinión, información e integración A1",A1-M08-I01,29,¿Qué opinas?,1,¿Qué opinas?,CONTEXTUAL_INPUT,Opinión y valoración elemental sobre temas ya conocidos.,"Pedir y dar opiniones elementales sobre experiencias, lugares y contenidos conocidos.",microreseña; diálogo; encuesta,READ+LISTEN,16,0,6,4,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",26,PASS,NO,16D_FINAL_AUDIT
A1-M08-I01-S2,M08,"Opinión, información e integración A1",A1-M08-I01,29,¿Qué opinas?,2,Otra opinión,VARIATION_AND_LOCAL_RECYCLING,Variación de objeto y grado de valoración.,"Pedir y dar opiniones elementales sobre experiencias, lugares y contenidos conocidos.",microreseña; diálogo; encuesta,LISTEN+READ,15,8,6,4,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",33,PASS,NO,16D_FINAL_AUDIT
A1-M08-I01-S3,M08,"Opinión, información e integración A1",A1-M08-I01,29,¿Qué opinas?,3,Comparar opiniones,TRANSFER_AND_RETRIEVAL,Transferencia a un contenido nuevo de baja inferencia.,"Pedir y dar opiniones elementales sobre experiencias, lugares y contenidos conocidos.",microreseña; diálogo; encuesta,TASK_INTERACTION+READ_OR_LISTEN,0,23,6,19,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",48,PASS,YES,16D_FINAL_AUDIT
A1-M08-I02-S1,M08,"Opinión, información e integración A1",A1-M08-I02,30,"Sí, pero...",1,"Sí, pero...",CONTEXTUAL_INPUT,"Acuerdo, desacuerdo, contraste, causa y certeza básica.","Expresar acuerdo/desacuerdo, certeza, duda y contraste básicos.",conversación; comentario breve; audio,READ+LISTEN,18,0,10,2,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",30,PASS,NO,16D_FINAL_AUDIT
A1-M08-I02-S2,M08,"Opinión, información e integración A1",A1-M08-I02,30,"Sí, pero...",2,No estoy seguro,VARIATION_AND_LOCAL_RECYCLING,Variación de postura y marcadores de duda.,"Expresar acuerdo/desacuerdo, certeza, duda y contraste básicos.",conversación; comentario breve; audio,LISTEN+READ,17,9,11,2,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",39,PASS,NO,16D_FINAL_AUDIT
A1-M08-I02-S3,M08,"Opinión, información e integración A1",A1-M08-I02,30,"Sí, pero...",3,Responder a otra idea,TRANSFER_AND_RETRIEVAL,Transferencia con una opinión nueva.,"Expresar acuerdo/desacuerdo, certeza, duda y contraste básicos.",conversación; comentario breve; audio,TASK_INTERACTION+READ_OR_LISTEN,0,26,10,19,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",55,PASS,YES,16D_FINAL_AUDIT
A1-M08-I03-S1,M08,"Opinión, información e integración A1",A1-M08-I03,31,Información y mundo hispano,1,Una ficha del mundo hispano,CONTEXTUAL_INPUT,Información cultural/pública con referencias que no se convierten automáticamente en léxico A1.,"Comprender información básica de cultura, arte, ciencia/tecnología, sociedad y lugares públicos sin convertir referentes en léxico A1 automático.",ficha cultural; cartel; noticia muy breve; descripción,READ+LISTEN,18,0,9,2,0,0,Introduce approximately 55% of the island's new objects inside a meaningful situation.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",29,PASS,NO,16D_LOAD_BALANCING
A1-M08-I03-S2,M08,"Opinión, información e integración A1",A1-M08-I03,31,Información y mundo hispano,2,"Otra ciudad, otra información",VARIATION_AND_LOCAL_RECYCLING,"Variación de referente, género y soporte.","Comprender información básica de cultura, arte, ciencia/tecnología, sociedad y lugares públicos sin convertir referentes en léxico A1 automático.",ficha cultural; cartel; noticia muy breve; descripción,LISTEN+READ,18,6,8,2,0,0,Introduce the remaining new objects while locally reusing S1 targets and receiving near-transfer targets from the preceding island.,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",34,PASS,NO,16D_LOAD_BALANCING
A1-M08-I03-S3,M08,"Opinión, información e integración A1",A1-M08-I03,31,Información y mundo hispano,3,Otra ficha informativa,EXTENSION_AND_TRANSFER_PREP,Extensión de información cultural/pública con demanda lingüística A1 antes de la comprensión final.,"Comprender información básica de cultura, arte, ciencia/tecnología, sociedad y lugares públicos sin convertir referentes en léxico A1 automático.",ficha cultural; cartel; noticia muy breve; descripción,READ+LISTEN_OR_INTERACTION,17,15,9,2,0,0,CONTROLLED_FINAL_INTRODUCTION_ALLOWED,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,Added in 16D because v1.43 new-target load exceeded the internal planning guardrail. This story may introduce final island targets; it is not the final transfer story.,43,PASS,NO,16D_LOAD_BALANCING
A1-M08-I03-S4,M08,"Opinión, información e integración A1",A1-M08-I03,31,Información y mundo hispano,4,Comprender una ficha nueva,TRANSFER_AND_RETRIEVAL,Transferencia con contenido cultural nuevo y demanda lingüística A1.,"Comprender información básica de cultura, arte, ciencia/tecnología, sociedad y lugares públicos sin convertir referentes en léxico A1 automático.",ficha cultural; cartel; noticia muy breve; descripción,TASK_INTERACTION+READ_OR_LISTEN,0,32,9,19,0,0,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,v1.43 S3 moved to S4 in 16D so the final story remains transfer-only after load balancing.,60,PASS,YES,16D_LOAD_BALANCING
A1-M08-I04-S1,M08,"Opinión, información e integración A1",A1-M08-I04,32,Capstone A1,1,Capstone: llegada y orientación,CONTEXTUAL_INPUT,"Integra identidad, cortesía, información y movilidad sin introducir targets nuevos.",Resolver una secuencia mixta de lectura/audio/interacción/escritura breve con repertorio acumulado.,historia breve; mensaje; formulario; tarea tipo DELE adaptada,READ+LISTEN,0,0,36,6,1,21,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",64,PASS,NO,16D_FINAL_AUDIT
A1-M08-I04-S2,M08,"Opinión, información e integración A1",A1-M08-I04,32,Capstone A1,2,Capstone: resolver el día,VARIATION_AND_LOCAL_RECYCLING,"Integra servicios, compra, ocio, tiempo y planes mediante recuperación acumulada.",Resolver una secuencia mixta de lectura/audio/interacción/escritura breve con repertorio acumulado.,historia breve; mensaje; formulario; tarea tipo DELE adaptada,LISTEN+READ,0,0,17,6,0,40,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",63,PASS,NO,16D_FINAL_AUDIT
A1-M08-I04-S3,M08,"Opinión, información e integración A1",A1-M08-I04,32,Capstone A1,3,Capstone: mensaje final,TRANSFER_AND_RETRIEVAL,Tarea multimodal de cierre A1 con recuperación y transferencia; 0 primeras introducciones.,Resolver una secuencia mixta de lectura/audio/interacción/escritura breve con repertorio acumulado.,historia breve; mensaje; formulario; tarea tipo DELE adaptada,TASK_INTERACTION+READ_OR_LISTEN,0,0,0,6,0,57,NO_NEW_TARGETS,A1,MEASURE_CONTINUOUSLY_NO_UNIVERSAL_98_PERCENT_GATE,STORY_SUCCESS_IS_EVIDENCE_NOT_MASTERY,BLUEPRINT_COMPLETE_16D,"Blueprint defines target scheduling and scenario intent, not final prose. Final story generation must preserve SourceAssertion scope and mode policy.",63,PASS,YES,16D_FINAL_AUDIT
