record_id,record_type,source_id,source_name,source_type,declared_level_scope,domain,item,item_type,attestation_granularity,baseline_presence,baseline_status,baseline_pos,pcic_conflict_status,pedagogical_signal,evidence_gate_before,evidence_gate_after,independent_source_count,baseline_action,promotion_allowed,review_status,notes,source_url,curriculum_version
TRI-A1-103,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Identidad/descripción,estar,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-104,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Identidad/descripción,llevar,LEXEME,EXACT_FORM,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,BASELINE_CORROBORATION,E3_A1_NORMATIVE_OR_EXISTING,E3_A1_NORMATIVE_OR_EXISTING,,KEEP_BASELINE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-105,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Habilidad,dársele bien a alguien algo,PATTERN,EXACT_PATTERN,NO,,,NO_EXPLICIT_A1_EVIDENCE_IN_CURRENT_NORMATIVE_LEDGER,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,University A1 syllabus signal only; normative A1 evidence not established.,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-106,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Ocio,tiempo libre,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,EXPLICIT_A2_IN_PCIC_OCIO,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,PCIC Ocio places tiempo libre in A2.,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-107,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Ocio,aficiones,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,EXPLICIT_A2_IN_PCIC_OCIO,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,Plural/domain manifestation of afición; PCIC Ocio places the lexical unit in A2.,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-108,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Vida cotidiana,hábitos diarios,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-109,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Servicios/Ciudad,servicios de una ciudad,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-110,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Transporte,medios de transporte,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-111,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Geografía/Naturaleza,clima,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-112,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Vivienda,partes de la casa,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-113,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Alimentación,alimentos,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-114,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Compras,formas de pago,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-115,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Relaciones personales,familia,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-116,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Identidad personal,estado civil,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-117,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Compras,ropa,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-118,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Viajes,objetos de viaje,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-119,SOURCE_ASSERTION,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,UNIVERSITY_A1,A1,Viajes,tipos de alojamiento,DOMAIN_LABEL,DOMAIN_OR_TOPIC_LABEL,NO,,,NONE_IDENTIFIED,DOMAIN_CORROBORATION,NOT_A_LEXEME_GATE,NOT_A_LEXEME_GATE,,NO_CHANGE,NO,AUDITED,,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-120,SOURCE_ASSERTION,PED-11,AIL Español — City vocabulary A1,PEDAGOGICAL_A1_STRESS_TEST,A1_LABEL,Ciudad,semáforo,LEXEME,EXACT_FORM,NO,,,NO_A1_ASSERTION_FOUND_IN_AUDITED_PCIC_SPECIFIC_NOTIONS,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,Previously registered A1-labelled stress-test item; not promoted.; Previously stress-tested; no explicit PCIC A1 assertion found.,https://ailespanol.com/learning-resources/spanish-city-vocabulary-a1-exercise/,1.18
TRI-A1-121,SOURCE_ASSERTION,PED-11,AIL Español — City vocabulary A1,PEDAGOGICAL_A1_STRESS_TEST,A1_LABEL,Ciudad,farola,LEXEME,EXACT_FORM,NO,,,NO_A1_ASSERTION_FOUND_IN_AUDITED_PCIC_SPECIFIC_NOTIONS,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,Previously registered A1-labelled stress-test item; not promoted.; Previously stress-tested; no explicit PCIC A1 assertion found.,https://ailespanol.com/learning-resources/spanish-city-vocabulary-a1-exercise/,1.18
TRI-A1-122,SOURCE_ASSERTION,PED-11,AIL Español — City vocabulary A1,PEDAGOGICAL_A1_STRESS_TEST,A1_LABEL,Ciudad,acera,LEXEME,EXACT_FORM,NO,,,NO_A1_ASSERTION_FOUND_IN_AUDITED_PCIC_SPECIFIC_NOTIONS,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,Previously registered A1-labelled stress-test item; not promoted.; Previously stress-tested; no explicit PCIC A1 assertion found.,https://ailespanol.com/learning-resources/spanish-city-vocabulary-a1-exercise/,1.18
TRI-A1-123,SOURCE_ASSERTION,PED-11,AIL Español — City vocabulary A1,PEDAGOGICAL_A1_STRESS_TEST,A1_LABEL,Ciudad,cosmopolita,LEXEME,EXACT_FORM,NO,,,EXPLICIT_A2_IN_PCIC_CITY,PEDAGOGICAL_EXTENSION_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,,REVIEW_ONLY_NO_PROMOTION,NO,AUDITED,Previously registered A1-labelled stress-test item; not promoted.; PCIC city description places cosmopolita in A2.,https://ailespanol.com/learning-resources/spanish-city-vocabulary-a1-exercise/,1.18
TRI-A1-124,ITEM_AGGREGATE,PED-02;PED-04;PED-09;PED-13,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Estados/localización; Identidad personal; Identidad/descripción,estar,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,4,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/ | https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf | https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html | https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-125,ITEM_AGGREGATE,PED-02;PED-04;PED-09;PED-13,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Identidad personal; Identidad/descripción,llamarse,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,4,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/ | https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf | https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html | https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-126,ITEM_AGGREGATE,PED-02;PED-04;PED-09;PED-13,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Identidad personal; Identidad/descripción,ser,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,4,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/ | https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf | https://www.cfp.upv.es/formacion-permanente/curso/elementary-spanish-a1_103416.html | https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-127,ITEM_AGGREGATE,PED-02;PED-04;PED-13,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Identidad personal; Identidad/descripción,tener,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,3,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/ | https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf | https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-128,ITEM_AGGREGATE,PED-04;PED-12,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Gustos,encantar,LEXEME_OR_FUNCTION_WORD,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,EXPLICIT_A2_IN_PCIC_PERCEPTIVE_DOMAIN,MULTI_SOURCE_PEDAGOGICAL_CONVERGENCE,E0_OR_UNRESOLVED,E2_PEDAGOGICAL_CONVERGENCE_ONLY_NOT_NORMATIVE,2,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,PCIC 2.2 places encantar in A2 in feelings/states; external A1 materials do not override that assertion.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-129,ITEM_AGGREGATE,PED-04;PED-12,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Gustos,gustar,LEXEME_OR_FUNCTION_WORD,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,2,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-130,ITEM_AGGREGATE,PED-02;PED-04,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Identidad personal,hablar,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,2,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/ | https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-131,ITEM_AGGREGATE,PED-04;PED-13,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Descripción física; Identidad/descripción,llevar,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,2,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf | https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-132,ITEM_AGGREGATE,PED-02;PED-13,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Identidad personal; Identidad/descripción,querer,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,2,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/ | https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-133,ITEM_AGGREGATE,PED-02;PED-04,Multiple,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Identidad personal,vivir,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,CROSS_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,2,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/ | https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-134,ITEM_AGGREGATE,PED-11,AIL Español — City vocabulary A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Ciudad,acera,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,NO_A1_ASSERTION_FOUND_IN_AUDITED_PCIC_SPECIFIC_NOTIONS,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,Previously stress-tested; no explicit PCIC A1 assertion found.,https://ailespanol.com/learning-resources/spanish-city-vocabulary-a1-exercise/,1.18
TRI-A1-135,ITEM_AGGREGATE,PED-02,JUNTXS — University of Queensland,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Ocio,afición,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,EXPLICIT_A2_IN_PCIC_OCIO,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,PCIC Ocio places afición/hobby in A2.,https://uq.pressbooks.pub/introspanish/,1.18
TRI-A1-136,ITEM_AGGREGATE,PED-12,Instituto Cervantes Manchester — Inicial 1/2 (A1.1/A1.2),CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Cantidad,algunos,LEXEME_OR_FUNCTION_WORD,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,NOT_IN_PCIC_A1_QUANTIFIER_INVENTORY_EXTRACTED,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,A1 grammar extraction contains poco/mucho/bastante and not alguno in the extracted quantifier set.,https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_1.htm | https://manchester.cervantes.es/es/cursos_espanol/cursos_generales/inicial/cursos_inicial_2.htm,1.18
TRI-A1-137,ITEM_AGGREGATE,PED-04,Edinumen — Hablamos Compacto A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Ciudad,barrio,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,EXPLICIT_A2_IN_PCIC_CITY,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,PCIC city audit places barrio in A2.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-138,ITEM_AGGREGATE,PED-04,Edinumen — Hablamos Compacto A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Alimentación,comida,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,SINGLE_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,1,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-139,ITEM_AGGREGATE,PED-02,JUNTXS — University of Queensland,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Identidad personal,comprender,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,VERB,NONE_IDENTIFIED,SINGLE_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,1,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://uq.pressbooks.pub/introspanish/,1.18
TRI-A1-140,ITEM_AGGREGATE,PED-11,AIL Español — City vocabulary A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Ciudad,cosmopolita,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,EXPLICIT_A2_IN_PCIC_CITY,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,PCIC city description places cosmopolita in A2.,https://ailespanol.com/learning-resources/spanish-city-vocabulary-a1-exercise/,1.18
TRI-A1-141,ITEM_AGGREGATE,PED-13,Universidad San Jorge — Curso de español A1 2025-2026,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Habilidad,dársele bien a alguien algo,PATTERN,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,NO_EXPLICIT_A1_EVIDENCE_IN_CURRENT_NORMATIVE_LEDGER,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,University A1 syllabus signal only; normative A1 evidence not established.,https://www.usj.es/sites/default/files/content/Guida%20docente_Course%20guide%20Spanish%20A1_VR-C2.pdf,1.18
TRI-A1-142,ITEM_AGGREGATE,PED-04,Edinumen — Hablamos Compacto A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Acciones en curso,estar + gerundio,PATTERN,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,EXPLICIT_A2_IN_PCIC_GENERAL_NOTIONS,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,Existing Phase 6B audit records estar + gerundio only in A2 on the audited page.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-143,ITEM_AGGREGATE,PED-04,Edinumen — Hablamos Compacto A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Relaciones personales,familia,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,YES,A1_CORE_NORMATIVE,NOUN,NONE_IDENTIFIED,SINGLE_SOURCE_BASELINE_CORROBORATION,E3,E3_A1_NORMATIVE_OR_EXISTING,1,KEEP_BASELINE,NO,AGGREGATED,Independent pedagogical convergence is an audit signal only; it does not redefine the PCIC A1 boundary.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
TRI-A1-144,ITEM_AGGREGATE,PED-11,AIL Español — City vocabulary A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Ciudad,farola,LEXEME,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,NO_A1_ASSERTION_FOUND_IN_AUDITED_PCIC_SPECIFIC_NOTIONS,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,Previously stress-tested; no explicit PCIC A1 assertion found.,https://ailespanol.com/learning-resources/spanish-city-vocabulary-a1-exercise/,1.18
TRI-A1-145,ITEM_AGGREGATE,PED-04,Edinumen — Hablamos Compacto A1,CROSS_SOURCE_AGGREGATE,MIXED_A1/A1-A2,Ocio/recomendación,hay que + infinitivo,PATTERN,AGGREGATED_EXACT_ITEM_SIGNAL,NO,,,EXPLICIT_A2_IN_PCIC_FUNCTIONS,SINGLE_SOURCE_PEDAGOGICAL_SIGNAL,E0_OR_UNRESOLVED,E1_PEDAGOGICAL_ATTESTATION_ONLY,1,REVIEW_ONLY_NO_PROMOTION,NO,AGGREGATED,Existing Phase 6C audit records hay que + infinitivo in A2 in the relevant function page.,https://edinumen.es/hablamos/pdf/hablamos_compacto_a1.pdf,1.18
